index	prediction
1896	entailment
1897	entailment
1898	not_entailment
1899	entailment
1900	not_entailment
1901	entailment
1902	not_entailment
1903	not_entailment
1904	entailment
1905	entailment
1906	entailment
1907	entailment
1908	not_entailment
1909	entailment
1910	entailment
1911	entailment
1912	not_entailment
1913	not_entailment
1914	entailment
1915	not_entailment
1916	not_entailment
1917	entailment
1918	not_entailment
1919	entailment
1920	not_entailment
1921	not_entailment
1922	entailment
1923	entailment
1924	entailment
1925	entailment
1926	not_entailment
1927	not_entailment
1928	not_entailment
1929	entailment
1930	entailment
1931	entailment
1932	entailment
1933	not_entailment
1934	not_entailment
1935	not_entailment
1936	not_entailment
1937	not_entailment
1938	not_entailment
1939	entailment
1940	entailment
1941	not_entailment
1942	not_entailment
1943	entailment
1944	entailment
1945	not_entailment
1946	entailment
1947	entailment
1948	entailment
1949	not_entailment
1950	not_entailment
1951	not_entailment
1952	entailment
1953	not_entailment
1954	not_entailment
1955	not_entailment
1956	entailment
1957	not_entailment
1958	entailment
1959	entailment
1960	entailment
1961	not_entailment
1962	entailment
1963	entailment
1964	not_entailment
1965	entailment
1966	not_entailment
1967	entailment
1968	not_entailment
1969	not_entailment
1970	entailment
1971	entailment
1972	not_entailment
1973	entailment
1974	entailment
1975	not_entailment
1976	entailment
1977	entailment
1978	entailment
1979	entailment
1980	entailment
1981	entailment
1982	not_entailment
1983	entailment
1984	entailment
1985	entailment
1986	entailment
1987	not_entailment
1988	not_entailment
1989	entailment
1990	entailment
1991	entailment
1992	not_entailment
1993	not_entailment
1994	not_entailment
1995	entailment
1996	not_entailment
1997	not_entailment
1998	entailment
1999	entailment
2000	not_entailment
2001	not_entailment
2002	entailment
2003	not_entailment
2004	not_entailment
2005	entailment
2006	entailment
2007	not_entailment
2008	not_entailment
2009	entailment
2010	entailment
2011	not_entailment
2012	entailment
2013	entailment
2014	entailment
2015	entailment
2016	entailment
2017	not_entailment
2018	not_entailment
2019	entailment
2020	not_entailment
2021	not_entailment
2022	entailment
2023	entailment
2024	entailment
2025	entailment
2026	entailment
2027	entailment
2028	entailment
2029	entailment
2030	not_entailment
2031	not_entailment
2032	not_entailment
2033	entailment
2034	entailment
2035	entailment
2036	entailment
2037	not_entailment
2038	entailment
2039	entailment
2040	entailment
2041	entailment
2042	entailment
2043	not_entailment
2044	entailment
2045	not_entailment
2046	entailment
2047	not_entailment
2048	not_entailment
2049	entailment
2050	entailment
2051	entailment
2052	not_entailment
2053	entailment
2054	not_entailment
2055	entailment
2056	not_entailment
2057	not_entailment
2058	not_entailment
2059	not_entailment
2060	not_entailment
2061	not_entailment
2062	not_entailment
2063	not_entailment
2064	not_entailment
2065	entailment
2066	entailment
2067	entailment
2068	not_entailment
2069	not_entailment
2070	entailment
2071	entailment
2072	entailment
2073	not_entailment
2074	entailment
2075	entailment
2076	not_entailment
2077	entailment
2078	entailment
2079	entailment
2080	entailment
2081	entailment
2082	not_entailment
2083	entailment
2084	not_entailment
2085	not_entailment
2086	not_entailment
2087	entailment
2088	entailment
2089	entailment
2090	not_entailment
2091	entailment
2092	not_entailment
2093	not_entailment
2094	entailment
2095	not_entailment
2096	not_entailment
2097	entailment
2098	not_entailment
2099	not_entailment
2100	entailment
2101	not_entailment
2102	not_entailment
2103	not_entailment
2104	not_entailment
2105	not_entailment
2106	entailment
2107	entailment
2108	entailment
2109	not_entailment
2110	entailment
2111	entailment
2112	entailment
2113	not_entailment
2114	not_entailment
2115	entailment
2116	not_entailment
2117	entailment
2118	not_entailment
2119	not_entailment
2120	entailment
2121	entailment
2122	entailment
2123	entailment
2124	not_entailment
2125	not_entailment
2126	not_entailment
2127	entailment
2128	entailment
2129	entailment
2130	entailment
2131	not_entailment
2132	not_entailment
2133	not_entailment
2134	not_entailment
2135	entailment
2136	not_entailment
2137	entailment
2138	entailment
2139	entailment
2140	not_entailment
2141	not_entailment
2142	entailment
2143	not_entailment
2144	not_entailment
2145	entailment
2146	entailment
2147	not_entailment
2148	entailment
2149	entailment
2150	entailment
2151	not_entailment
2152	entailment
2153	entailment
2154	not_entailment
2155	entailment
2156	not_entailment
2157	entailment
2158	not_entailment
2159	entailment
2160	not_entailment
2161	entailment
2162	entailment
2163	not_entailment
2164	entailment
2165	not_entailment
2166	not_entailment
2167	entailment
2168	not_entailment
2169	not_entailment
2170	entailment
2171	entailment
2172	not_entailment
2173	not_entailment
2174	entailment
2175	entailment
2176	entailment
2177	entailment
2178	not_entailment
2179	entailment
2180	not_entailment
2181	not_entailment
2182	not_entailment
2183	not_entailment
2184	not_entailment
2185	not_entailment
2186	entailment
2187	entailment
2188	entailment
2189	entailment
2190	not_entailment
2191	entailment
2192	entailment
2193	not_entailment
2194	entailment
2195	entailment
2196	not_entailment
2197	not_entailment
2198	not_entailment
2199	entailment
2200	entailment
2201	entailment
2202	not_entailment
2203	not_entailment
2204	not_entailment
2205	entailment
2206	not_entailment
2207	entailment
2208	not_entailment
2209	not_entailment
2210	not_entailment
2211	not_entailment
2212	entailment
2213	entailment
2214	entailment
2215	entailment
2216	not_entailment
2217	not_entailment
2218	not_entailment
2219	not_entailment
2220	not_entailment
2221	entailment
2222	entailment
2223	not_entailment
2224	not_entailment
2225	not_entailment
2226	not_entailment
2227	entailment
2228	entailment
2229	not_entailment
2230	not_entailment
2231	not_entailment
2232	not_entailment
2233	not_entailment
2234	entailment
2235	not_entailment
2236	not_entailment
2237	not_entailment
2238	entailment
2239	not_entailment
2240	not_entailment
2241	entailment
2242	entailment
2243	entailment
2244	entailment
2245	not_entailment
2246	not_entailment
2247	not_entailment
2248	entailment
2249	not_entailment
2250	not_entailment
2251	not_entailment
2252	entailment
2253	entailment
2254	entailment
2255	entailment
2256	not_entailment
2257	entailment
2258	not_entailment
2259	entailment
2260	entailment
2261	entailment
2262	not_entailment
2263	not_entailment
2264	not_entailment
2265	not_entailment
2266	not_entailment
2267	entailment
2268	not_entailment
2269	entailment
2270	entailment
2271	entailment
2272	entailment
2273	entailment
2274	entailment
2275	entailment
2276	entailment
2277	entailment
2278	not_entailment
2279	entailment
2280	entailment
2281	not_entailment
2282	entailment
2283	not_entailment
2284	entailment
2285	entailment
2286	not_entailment
2287	not_entailment
2288	entailment
2289	not_entailment
2290	entailment
2291	entailment
2292	entailment
2293	entailment
2294	entailment
2295	entailment
2296	entailment
2297	entailment
2298	entailment
2299	entailment
2300	not_entailment
2301	not_entailment
2302	not_entailment
2303	entailment
2304	entailment
2305	entailment
2306	entailment
2307	not_entailment
2308	not_entailment
2309	not_entailment
2310	entailment
2311	not_entailment
2312	entailment
2313	entailment
2314	entailment
2315	entailment
2316	entailment
2317	not_entailment
2318	entailment
2319	not_entailment
2320	not_entailment
2321	entailment
2322	entailment
2323	not_entailment
2324	entailment
2325	entailment
2326	not_entailment
2327	not_entailment
2328	not_entailment
2329	entailment
2330	entailment
2331	entailment
2332	not_entailment
2333	not_entailment
2334	not_entailment
2335	not_entailment
2336	entailment
2337	entailment
2338	entailment
2339	not_entailment
2340	not_entailment
2341	not_entailment
2342	not_entailment
2343	entailment
2344	not_entailment
2345	entailment
2346	entailment
2347	entailment
2348	not_entailment
2349	entailment
2350	not_entailment
2351	not_entailment
2352	entailment
2353	not_entailment
2354	not_entailment
2355	entailment
2356	entailment
2357	not_entailment
2358	entailment
2359	entailment
2360	entailment
2361	not_entailment
2362	not_entailment
2363	not_entailment
2364	not_entailment
2365	not_entailment
2366	not_entailment
2367	entailment
2368	entailment
2369	entailment
2370	entailment
2371	entailment
2372	entailment
2373	entailment
2374	entailment
2375	entailment
2376	not_entailment
2377	entailment
2378	entailment
2379	not_entailment
2380	entailment
2381	not_entailment
2382	entailment
2383	entailment
2384	entailment
2385	entailment
2386	entailment
2387	entailment
2388	entailment
2389	entailment
2390	entailment
2391	entailment
2392	entailment
2393	entailment
2394	entailment
2395	entailment
2396	not_entailment
2397	not_entailment
2398	not_entailment
2399	entailment
2400	not_entailment
2401	entailment
2402	not_entailment
2403	not_entailment
2404	not_entailment
2405	entailment
2406	not_entailment
2407	entailment
2408	entailment
2409	not_entailment
2410	entailment
2411	not_entailment
2412	not_entailment
2413	entailment
2414	entailment
2415	entailment
2416	not_entailment
2417	not_entailment
2418	not_entailment
2419	not_entailment
2420	not_entailment
2421	entailment
2422	entailment
2423	not_entailment
2424	not_entailment
2425	entailment
2426	entailment
2427	entailment
2428	not_entailment
2429	not_entailment
2430	entailment
2431	entailment
2432	not_entailment
2433	not_entailment
2434	not_entailment
2435	entailment
2436	entailment
2437	entailment
2438	not_entailment
2439	not_entailment
2440	not_entailment
2441	entailment
2442	entailment
2443	not_entailment
2444	not_entailment
2445	entailment
2446	entailment
2447	not_entailment
2448	not_entailment
2449	entailment
2450	entailment
2451	entailment
2452	entailment
2453	entailment
2454	not_entailment
2455	not_entailment
2456	entailment
2457	entailment
2458	not_entailment
2459	not_entailment
2460	entailment
2461	not_entailment
2462	entailment
2463	not_entailment
2464	entailment
2465	entailment
2466	not_entailment
2467	entailment
2468	entailment
2469	entailment
2470	entailment
2471	not_entailment
2472	not_entailment
2473	not_entailment
2474	not_entailment
2475	not_entailment
2476	not_entailment
2477	entailment
2478	entailment
2479	entailment
2480	entailment
2481	entailment
2482	entailment
2483	entailment
2484	not_entailment
2485	entailment
2486	not_entailment
2487	not_entailment
2488	entailment
2489	not_entailment
2490	entailment
2491	entailment
2492	not_entailment
2493	entailment
2494	not_entailment
2495	entailment
2496	not_entailment
2497	not_entailment
2498	not_entailment
2499	not_entailment
2500	entailment
2501	not_entailment
2502	entailment
2503	entailment
2504	not_entailment
2505	entailment
2506	entailment
2507	entailment
2508	not_entailment
2509	not_entailment
2510	not_entailment
2511	entailment
2512	entailment
2513	not_entailment
2514	not_entailment
2515	entailment
2516	entailment
2517	not_entailment
2518	entailment
2519	entailment
2520	not_entailment
2521	not_entailment
2522	entailment
2523	entailment
2524	not_entailment
2525	entailment
2526	entailment
2527	entailment
2528	not_entailment
2529	entailment
2530	not_entailment
2531	not_entailment
2532	not_entailment
2533	entailment
2534	not_entailment
2535	not_entailment
2536	entailment
2537	not_entailment
2538	not_entailment
2539	entailment
2540	entailment
2541	not_entailment
2542	entailment
2543	entailment
2544	not_entailment
2545	entailment
2546	not_entailment
2547	entailment
2548	not_entailment
2549	not_entailment
2550	entailment
2551	entailment
2552	not_entailment
2553	not_entailment
2554	entailment
2555	entailment
2556	entailment
2557	entailment
2558	entailment
2559	entailment
2560	entailment
2561	not_entailment
2562	not_entailment
2563	entailment
2564	entailment
2565	entailment
2566	not_entailment
2567	not_entailment
2568	entailment
2569	entailment
2570	entailment
2571	not_entailment
2572	not_entailment
2573	entailment
2574	not_entailment
2575	not_entailment
2576	not_entailment
2577	not_entailment
2578	not_entailment
2579	not_entailment
2580	entailment
2581	entailment
2582	entailment
2583	entailment
2584	not_entailment
2585	not_entailment
2586	entailment
2587	entailment
2588	not_entailment
2589	entailment
2590	entailment
2591	not_entailment
2592	not_entailment
2593	entailment
2594	not_entailment
2595	not_entailment
2596	entailment
2597	not_entailment
2598	entailment
2599	not_entailment
2600	entailment
2601	entailment
2602	not_entailment
2603	not_entailment
2604	entailment
2605	not_entailment
2606	not_entailment
2607	not_entailment
2608	entailment
2609	not_entailment
2610	not_entailment
2611	entailment
2612	entailment
2613	entailment
2614	not_entailment
2615	entailment
2616	entailment
2617	entailment
2618	entailment
2619	not_entailment
2620	not_entailment
2621	entailment
2622	entailment
2623	not_entailment
2624	not_entailment
2625	entailment
2626	entailment
2627	entailment
2628	not_entailment
2629	not_entailment
2630	not_entailment
2631	entailment
2632	entailment
2633	not_entailment
2634	not_entailment
2635	entailment
2636	not_entailment
2637	not_entailment
2638	not_entailment
2639	not_entailment
2640	not_entailment
2641	entailment
2642	not_entailment
2643	entailment
2644	not_entailment
2645	entailment
2646	entailment
2647	not_entailment
2648	not_entailment
2649	not_entailment
2650	not_entailment
2651	not_entailment
2652	not_entailment
2653	entailment
2654	not_entailment
2655	not_entailment
2656	entailment
2657	not_entailment
2658	not_entailment
2659	entailment
2660	not_entailment
2661	entailment
2662	entailment
2663	entailment
2664	entailment
2665	entailment
2666	not_entailment
2667	not_entailment
2668	not_entailment
2669	entailment
2670	not_entailment
2671	not_entailment
2672	not_entailment
2673	not_entailment
2674	entailment
2675	not_entailment
2676	not_entailment
2677	entailment
2678	not_entailment
2679	not_entailment
2680	not_entailment
2681	not_entailment
2682	not_entailment
2683	not_entailment
2684	entailment
2685	not_entailment
2686	not_entailment
2687	entailment
2688	not_entailment
2689	not_entailment
2690	not_entailment
2691	entailment
2692	entailment
2693	not_entailment
2694	not_entailment
2695	not_entailment
2696	entailment
2697	entailment
2698	not_entailment
2699	not_entailment
2700	not_entailment
2701	not_entailment
2702	entailment
2703	not_entailment
2704	entailment
2705	entailment
2706	not_entailment
2707	not_entailment
2708	not_entailment
2709	not_entailment
2710	entailment
2711	not_entailment
2712	entailment
2713	entailment
2714	entailment
2715	not_entailment
2716	entailment
2717	entailment
2718	entailment
2719	entailment
2720	not_entailment
2721	entailment
2722	not_entailment
2723	not_entailment
2724	not_entailment
2725	entailment
2726	entailment
2727	not_entailment
2728	entailment
2729	entailment
2730	entailment
2731	not_entailment
2732	entailment
2733	not_entailment
2734	not_entailment
2735	not_entailment
2736	entailment
2737	not_entailment
2738	not_entailment
2739	entailment
2740	not_entailment
2741	not_entailment
2742	entailment
2743	not_entailment
2744	entailment
2745	entailment
2746	entailment
2747	entailment
2748	entailment
2749	entailment
2750	entailment
2751	entailment
2752	entailment
2753	entailment
2754	not_entailment
2755	entailment
2756	not_entailment
2757	not_entailment
2758	not_entailment
2759	not_entailment
2760	entailment
2761	entailment
2762	not_entailment
2763	entailment
2764	not_entailment
2765	entailment
2766	not_entailment
2767	not_entailment
2768	not_entailment
2769	entailment
2770	entailment
2771	not_entailment
2772	entailment
2773	entailment
2774	entailment
2775	not_entailment
2776	not_entailment
2777	entailment
2778	not_entailment
2779	entailment
2780	not_entailment
2781	not_entailment
2782	entailment
2783	entailment
2784	not_entailment
2785	not_entailment
2786	not_entailment
2787	entailment
2788	not_entailment
2789	entailment
2790	not_entailment
2791	not_entailment
2792	entailment
2793	entailment
2794	not_entailment
2795	not_entailment
2796	entailment
2797	entailment
2798	not_entailment
2799	entailment
2800	entailment
2801	not_entailment
2802	not_entailment
2803	entailment
2804	not_entailment
2805	entailment
2806	entailment
2807	entailment
2808	not_entailment
2809	entailment
2810	entailment
2811	entailment
2812	entailment
2813	entailment
2814	entailment
2815	entailment
2816	not_entailment
2817	not_entailment
2818	entailment
2819	not_entailment
2820	not_entailment
2821	not_entailment
2822	not_entailment
2823	entailment
2824	entailment
2825	entailment
2826	entailment
2827	entailment
2828	entailment
2829	not_entailment
2830	not_entailment
2831	not_entailment
2832	not_entailment
2833	not_entailment
2834	not_entailment
2835	entailment
2836	not_entailment
2837	not_entailment
2838	not_entailment
2839	not_entailment
2840	not_entailment
2841	entailment
2842	entailment
2843	entailment
2844	not_entailment
2845	entailment
2846	entailment
2847	not_entailment
2848	not_entailment
2849	not_entailment
2850	not_entailment
2851	not_entailment
2852	not_entailment
2853	entailment
2854	not_entailment
2855	entailment
2856	not_entailment
2857	entailment
2858	entailment
2859	not_entailment
2860	entailment
2861	not_entailment
2862	entailment
2863	not_entailment
2864	not_entailment
2865	entailment
2866	entailment
2867	not_entailment
2868	entailment
2869	not_entailment
2870	entailment
2871	not_entailment
2872	entailment
2873	entailment
2874	entailment
2875	not_entailment
2876	entailment
2877	entailment
2878	not_entailment
2879	entailment
2880	entailment
2881	not_entailment
2882	not_entailment
2883	not_entailment
2884	entailment
2885	entailment
2886	not_entailment
2887	entailment
2888	not_entailment
2889	not_entailment
2890	entailment
2891	entailment
2892	not_entailment
2893	entailment
2894	not_entailment
2895	entailment
2896	not_entailment
2897	not_entailment
2898	not_entailment
2899	entailment
2900	not_entailment
2901	entailment
2902	entailment
2903	entailment
2904	not_entailment
2905	not_entailment
2906	not_entailment
2907	not_entailment
2908	entailment
2909	entailment
2910	entailment
2911	entailment
2912	not_entailment
2913	not_entailment
2914	entailment
2915	not_entailment
2916	not_entailment
2917	not_entailment
2918	entailment
2919	entailment
2920	not_entailment
2921	entailment
2922	entailment
2923	entailment
2924	not_entailment
2925	not_entailment
2926	not_entailment
2927	not_entailment
2928	not_entailment
2929	entailment
2930	not_entailment
2931	entailment
2932	not_entailment
2933	entailment
2934	entailment
2935	not_entailment
2936	entailment
2937	entailment
2938	not_entailment
2939	entailment
2940	not_entailment
2941	not_entailment
2942	not_entailment
2943	entailment
2944	entailment
2945	entailment
2946	not_entailment
2947	entailment
2948	entailment
2949	entailment
2950	not_entailment
2951	entailment
2952	not_entailment
2953	not_entailment
2954	not_entailment
2955	entailment
2956	entailment
2957	not_entailment
2958	not_entailment
2959	not_entailment
2960	not_entailment
2961	not_entailment
2962	entailment
2963	not_entailment
2964	not_entailment
2965	not_entailment
2966	not_entailment
2967	entailment
2968	not_entailment
2969	entailment
2970	entailment
2971	entailment
2972	not_entailment
2973	entailment
2974	entailment
2975	not_entailment
2976	entailment
2977	entailment
2978	entailment
2979	not_entailment
2980	entailment
2981	entailment
2982	not_entailment
2983	entailment
2984	entailment
2985	not_entailment
2986	not_entailment
2987	entailment
2988	entailment
2989	entailment
2990	not_entailment
2991	entailment
2992	entailment
2993	not_entailment
2994	entailment
2995	entailment
2996	not_entailment
2997	entailment
2998	not_entailment
2999	entailment
